Name	Value
Status	ok
Ev (Illuminance - Photopic) / lx	1.004E+05
Es (Illuminance - Scotopic) / lx	1.576E+05
601	1.83578179062044
602	1.83101719009913
603	1.82829633882638
604	1.82618991210313
605	1.82374553225515
606	1.82110853495455
607	1.81664700550728
608	1.81017479515781
609	1.80307016818867
610	1.7946829148158
611	1.7850425908633
612	1.77106760263554
613	1.75754765606012
614	1.74943866064872
615	1.7418235519273
616	1.72798744316398
617	1.71220620358456
618	1.69575933442036
619	1.67897511729537
620	1.66216632694483
621	1.64533724062383
622	1.6292802703834
623	1.61427523739755
624	1.60024496278007
625	1.5882504458662
626	1.57561365006904
627	1.56076033308177
628	1.54560472295253
629	1.52979160710021
630	1.51417405079157
631	1.50050295938189
632	1.48730406478178
633	1.47516663151392
634	1.46316776360586
635	1.44834610086315
636	1.43260064742464
637	1.42164583271372
638	1.41310294773187
639	1.40699264923333
640	1.40245972199932
641	1.39709396691784
642	1.39103145350766
643	1.38683209374879
644	1.38462318119125
645	1.38459302735059
646	1.38743749334761
647	1.3927319629716
648	1.40186286460006
649	1.41496917412072
650	1.43523627601843
651	1.45298151711424
652	1.4652262556013
653	1.47922049969383
654	1.49755719094821
655	1.51571664704265
656	1.53303697901896
657	1.5483191683488
658	1.55847336865621
659	1.56076722649231
660	1.54304445594407
661	1.52330561339784
662	1.50104216608384
663	1.47009340758788
664	1.4170209942134
665	1.35840565500698
666	1.28886708858073
667	1.21798447812941
668	1.14517139339998
669	1.07119456084483
670	0.994921313367217
671	0.921471829348351
672	0.853487731004493
673	0.788477515563637
674	0.728132832739763
675	0.675995984681019
676	0.635137791292582
677	0.597136059742832
678	0.562290901412268
679	0.530880350314115
680	0.5025405908268
681	0.475436492093422
682	0.449300478035832
683	0.427985201983468
684	0.409400155514824
685	0.394181774894225
686	0.380444342525268
687	0.368188293992935
688	0.356412707120493
689	0.344931335384806
690	0.333009422245523
691	0.318496051964403
692	0.304984411940063
693	0.296224072076928
694	0.286943111963446
695	0.275501447672413
696	0.266001318654715
697	0.259612287942291
698	0.253103051080625
699	0.246468574527428
700	0.240932048832451
701	0.235873063638751
702	0.228300580563778
703	0.219980898943684
704	0.212729000213771
705	0.205181357820025
706	0.195493925087061
707	0.188389202553529
708	0.187906950972213
709	0.185586156659536
710	0.180474252668117
711	0.171921068631186
712	0.161631711003663
713	0.160889568974682
714	0.162384789512883
715	0.156111438800181
716	0.148873415128321
717	0.143055821567322
718	0.142092090777867
719	0.148615310780487
720	0.146925245956485
721	0.139369832709183
722	0.13448533291731
723	0.130385555843492
724	0.125521349936516
725	0.123079658549458
726	0.126862188482845
727	0.125981504072632
728	0.119846228150012
729	0.114376863129143
730	0.109733855152697
731	0.108653360734839
732	0.107654890671286
733	0.10510797106749
734	0.102871315300743
735	0.100960638630646
736	0.0970236474684117
737	0.092654181299485
738	0.0904481989078564
739	0.0872769706193441
740	0.0814773386613214
741	0.0799936093250022
742	0.0809318460294622
743	0.0740553705336907
744	0.0674779831703112
745	0.0684293730681692
746	0.067090494759996
747	0.0628560872279555
748	0.0627797257201378
749	0.0640748107441559
750	0.0647851857781108
751	0.0607062584233921
752	0.0506713479623711
753	0.0509426158145956
754	0.0549932758834544
755	0.0567847245064268
756	0.0555754739972512
757	0.0509484813104662
758	0.0530598416620902
759	0.0550987197321824
760	0.0462524642700683
761	0.0395844927691464
762	0.0372147975466827
763	0.0418384694808489
764	0.0440274844583535
765	0.0324345709178439
766	0.0308137806196104
767	0.0375141546951714
768	0.0426767924949412
769	0.0426754449257127
770	0.033698808565114
771	0.0310940545805118
772	0.0311437873644634
773	0.0295386710764907
774	0.0297688956726487
775	0.0319550460798621
776	0.0339844826469383
777	0.0278632298241714
778	0.00709007774620322
779	0.013968333062692
780	0.024956002715121
781	0.00819004146958765
782	0
783	0
784	0
785	0.00913633904130679
786	0.0288058226149839
787	0.0378554191640748
788	0.0419832429371521
789	0.0410729370858817
790	0.021134833457809
791	0.00104642116034473
792	0.000390286041052643
793	0.0163546536265393
794	0.0304659840639225
795	0.00970891976091045
796	0.0137672996708835
797	0.0287650982141402
798	0.0101212527899591
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0.00430195910332379
810	0.0346300740230176
811	0.034208874218531
812	0.00768851059158781
813	0.0275829588631785
814	0.0258698877809849
815	0.00275844121874074
816	0
817	0
818	0.00591717152143488
819	0.0361628385322145
820	0.0487191109536955
821	0.0487279993110832
822	0.0496737836208911
823	0.0563052305909689
824	0.0633890848569853
825	0.0626943586472688
826	0.0303127316992421
827	0.0149879396989497
828	0.0506566153596096
829	0.0251821924170476
830	0.0156292120053246

